user_id,first_name,last_name,email,phone,password_hash,date_of_birth,gender,created_at,status,role_id,auth_user_id
39,Tariq,Zafar,k250004@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
40,Tariq,Raza,k250005@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
41,Fahad,Tariq,k250006@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
42,Nida,Nadeem,k250007@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
43,Maha,Ali,k250008@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
44,Bilal,Malik,k250009@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
45,Arsalan,Raza,k250010@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
46,Usman,Malik,k250011@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
47,Hira,Tariq,k250012@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
48,Fatima,Ali,k250013@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
49,Hassan,Raza,k250014@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
50,Rabia,Shah,k250015@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
51,Hassan,Raza,k250016@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
52,Saad,Ahmed,k250017@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
53,Ali,Baig,k250018@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
54,Rabia,Javed,k250019@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
55,Mariam,Mustafa,k250020@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
56,Abdullah,Shah,k250021@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
57,Usman,Raza,k250022@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
58,Bilal,Mustafa,k250023@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
59,Omer,Sheikh,k250024@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
60,Omer,Ahmed,k250025@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
61,Imran,Zafar,k250026@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
62,Arsalan,Malik,k250027@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
63,Sana,Mustafa,k250028@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
64,Ali,Siddiqui,k250029@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
65,Mariam,Zafar,k250030@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
66,Hamza,Malik,k250031@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
67,Fahad,Zafar,k250032@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
68,Saad,Mirza,k250033@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
69,Hassan,Ahmed,k250034@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
70,Saad,Javed,k250035@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
71,Nida,Raza,k250036@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
72,Sadia,Ahmed,k250037@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
73,Fatima,Mustafa,k250038@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
74,Arsalan,Khan,k250039@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
75,Sana,Chaudhry,k250040@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
76,Usman,Ahmed,k250041@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
77,Fahad,Sheikh,k250042@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
78,Zainab,Chaudhry,k250043@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
79,Saad,Chaudhry,k250044@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
80,Ali,Siddiqui,k250045@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
81,Nida,Mirza,k250046@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
82,Ayesha,Siddiqui,k250047@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
83,Fahad,Siddiqui,k250048@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
84,Imran,Javed,k250049@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
85,Sana,Tariq,k250050@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
86,Arsalan,Raza,k260001@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
87,Zeeshan,Baig,k260002@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
88,Rabia,Bukhari,k260003@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
89,Hamza,Javed,k260004@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
90,Sana,Malik,k260005@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
91,Maha,Malik,k260006@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
92,Ali,Mehmood,k260007@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
93,Iqra,Siddiqui,k260008@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
94,Iqra,Farooq,k260009@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
95,Omer,Mustafa,k260010@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
96,Abdullah,Chaudhry,k260011@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
97,Bilal,Malik,k260012@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
98,Maha,Baig,k260013@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
99,Fatima,Malik,k260014@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
100,Fahad,Farooq,k260015@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
101,Omer,Mustafa,k260016@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
102,Usman,Mehmood,k260017@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
103,Fatima,Siddiqui,k260018@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
104,Usman,Tariq,k260019@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
105,Hira,Baig,k260020@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
106,Tariq,Bukhari,k260021@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
107,Sadia,Mehmood,k260022@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
108,Hamza,Raza,k260023@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
109,Arsalan,Mustafa,k260024@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
110,Arsalan,Siddiqui,k260025@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
111,Zeeshan,Shah,k260026@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
112,Tariq,Tariq,k260027@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
113,Fatima,Mirza,k260028@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
114,Tariq,Sheikh,k260029@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
115,Mariam,Mirza,k260030@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
116,Ayesha,Ali,k260031@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
117,Ali,Javed,k260032@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
118,Omer,Baig,k260033@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
119,Hassan,Malik,k260034@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
120,Sana,Mirza,k260035@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
121,Fatima,Qureshi,k260036@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
122,Rabia,Mustafa,k260037@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
123,Fahad,Khan,k260038@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
124,Iqra,Zafar,k260039@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
125,Nida,Baig,k260040@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
126,Tariq,Mustafa,k260041@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
127,Zeeshan,Qureshi,k260042@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
128,Abdullah,Mehmood,k260043@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
129,Sana,Farooq,k260044@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
130,Rabia,Khan,k260045@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
131,Hassan,Ahmed,k260046@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
132,Nida,Zafar,k260047@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
133,Abdullah,Chaudhry,k260048@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
134,Fahad,Sheikh,k260049@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
135,Hamza,Mirza,k260050@nu.edu.pk,,hashed_123,,,2026-05-01 16:20:16.191147,Active,3,
136,Fizza,Naqvi,admin@nu.edu.pk,,fizza123,2006-05-07,,2026-05-09 14:57:15.284677,Active,1,
137,Faiza,Khurram,k250051@nu.edu.pk,,,,,2026-05-09 15:23:13.032959,Active,3,a570ae8b-119e-4ca2-afc9-f9de8867215e
